reaction_id,reaction_name,reaction_reaction,flux
12DGR140tipp,"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:0)",12dgr140_p --> 12dgr140_c,-7.089580447457924e-13
13PPDH,"1,3-propanediol dehydrogenase",3hppnl_c + h_c + nadh_c <=> 13ppd_c + nad_c,-8.673617379884035e-19
1P2CBXLCYCL,1 Pyrroline 2 carboxylate cyclation,5a2opntn_c <=> 1p2cbxl_c + h2o_c + h_c,-1.3125903569185362e-12
1P2CBXLR,Delta1 piperideine 2 carboxylate reductase,1p2cbxl_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c,1.1327435665184207e-10
23CTI1,Decenyl coa cis trans isomerization  cis dec 3 enoyl CoA ,decoa_c --> dc2coa_c + h_c,1.342875232871074e-13
23CTI2,Dodecenyl coa cis trans isomerization  cis dodec 3 enoyl CoA ,dded3coa_c --> dd2coa_c,7.837938054134972e-10
23CTI3,Cis trans isomerization  cis trans isomerization  3Z 6Z dodec dienoyl CoA ,dd_3_6_coa_c --> dd6_2_coa_c,-9.110806275795397e-18
24DECOAR,2 4 dienoyl CoA reductase,dec4_2_coa_c + h_c + nadph_c --> dc2coa_c + nadp_c,1.763111559674809e-17
25DKGLCNt2rpp,2 5 diketo D gluconate transport via proton symport  reversible  periplasm ,25dkglcn_p + h_p --> 25dkglcn_c + h_c,1.9907640728150196e-12
25DKGLCNtex,2 5 diketo D gluconate transport via diffusion  extracellular to periplasm ,25dkglcn_e <=> 25dkglcn_p,1.9907746224488666e-12
26DAHtex,"Meso-2,6-Diaminoheptanedioate transport via diffusion (extracellular to periplasm)",26dap__M_e <=> 26dap__M_p,1.1381790528641542e-12
2AGPA120tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C12:0) transporter via facilitated diffusion (periplasm),2ddecg3p_p --> 2ddecg3p_c,-2.3523018814641363e-13
2AGPA141tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C14:1) transporter via facilitated diffusion (periplasm),2tdec7eg3p_p --> 2tdec7eg3p_c,-1.5505335754598714e-13
2AGPA160tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C16:0) transporter via facilitated diffusion (periplasm),2hdecg3p_p --> 2hdecg3p_c,9.793078635178838e-14
2AGPA161tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C16:1) transporter via facilitated diffusion (periplasm),2hdec9eg3p_p --> 2hdec9eg3p_c,-9.292008882415514e-14
2AGPA181tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C18:1) transporter via facilitated diffusion (periplasm),2odec11eg3p_p --> 2odec11eg3p_c,-9.50140352489524e-13
2AGPE120tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) transporter via facilitated diffusion (periplasm),2agpe120_p --> 2agpe120_c,-7.652070209639675e-13
2AGPE141tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) transporter via facilitated diffusion (periplasm),2agpe141_p --> 2agpe141_c,-7.118889787261017e-13
2AGPE160tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) transporter via facilitated diffusion (periplasm),2agpe160_p --> 2agpe160_c,-1.1329570393168048e-13
2AGPE161tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) transporter via facilitated diffusion (periplasm),2agpe161_p --> 2agpe161_c,-9.532916711056171e-13
2AGPE180tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) transporter via facilitated diffusion (periplasm),2agpe180_p --> 2agpe180_c,-3.093617221040984e-13
2AGPE181tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) transporter via facilitated diffusion (periplasm),2agpe181_p --> 2agpe181_c,-4.755017131513049e-13
2AGPEAT120,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C12:0),2agpe120_c + atp_c + ddca_c --> amp_c + pe120_c + ppi_c,-1.1023056733842342e-12
2AGPEAT141,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:1),2agpe141_c + atp_c + ttdcea_c --> amp_c + pe141_c + ppi_c,-1.0078933526882e-12
2AGPEAT160,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0),2agpe160_c + atp_c + hdca_c --> amp_c + pe160_c + ppi_c,-1.4891885923988837e-12
2AGPEAT161,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:1),2agpe161_c + atp_c + hdcea_c --> amp_c + pe161_c + ppi_c,-5.621071169214548e-13
2AGPEAT180,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0),2agpe180_c + atp_c + ocdca_c --> amp_c + pe180_c + ppi_c,-1.3216068600782551e-12
2AGPEAT181,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:1),2agpe181_c + atp_c + ocdcea_c --> amp_c + pe181_c + ppi_c,-8.713830375126557e-13
2AGPG120tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm),2agpg120_p --> 2agpg120_c,-8.136955598685231e-13
2AGPG140tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) transporter via facilitated diffusion (periplasm),2agpg140_p --> 2agpg140_c,-1.1913661827972125e-12
2AGPG141tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm),2agpg141_p --> 2agpg141_c,-7.514092838999921e-13
2AGPG160tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) transporter via facilitated diffusion (periplasm),2agpg160_p --> 2agpg160_c,-3.505482723613337e-14
2AGPG161tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) transporter via facilitated diffusion (periplasm),2agpg161_p --> 2agpg161_c,-7.442890221530973e-13
