reaction_id,reaction_name,reaction_reaction,flux
12DGR140tipp,"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:0)",12dgr140_p --> 12dgr140_c,-2.309758376091105e-12
13PPDH,"1,3-propanediol dehydrogenase",3hppnl_c + h_c + nadh_c <=> 13ppd_c + nad_c,0.0
1P2CBXLCYCL,1 Pyrroline 2 carboxylate cyclation,5a2opntn_c <=> 1p2cbxl_c + h2o_c + h_c,-3.4187633859135308e-12
1P2CBXLR,Delta1 piperideine 2 carboxylate reductase,1p2cbxl_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c,1.3720717286248568e-11
23CTI1,Decenyl coa cis trans isomerization  cis dec 3 enoyl CoA ,decoa_c --> dc2coa_c + h_c,-1.866283910814271e-12
23CTI2,Dodecenyl coa cis trans isomerization  cis dodec 3 enoyl CoA ,dded3coa_c --> dd2coa_c,2.0422005064525525e-10
23CTI3,Cis trans isomerization  cis trans isomerization  3Z 6Z dodec dienoyl CoA ,dd_3_6_coa_c --> dd6_2_coa_c,2.055017367869311e-18
24DECOAR,2 4 dienoyl CoA reductase,dec4_2_coa_c + h_c + nadph_c --> dc2coa_c + nadp_c,2.1787183329863177e-18
25DKGLCNt2rpp,2 5 diketo D gluconate transport via proton symport  reversible  periplasm ,25dkglcn_p + h_p --> 25dkglcn_c + h_c,4.00586518495411e-12
25DKGLCNtex,2 5 diketo D gluconate transport via diffusion  extracellular to periplasm ,25dkglcn_e <=> 25dkglcn_p,4.005866130598273e-12
26DAHtex,"Meso-2,6-Diaminoheptanedioate transport via diffusion (extracellular to periplasm)",26dap__M_e <=> 26dap__M_p,-2.7752550151584175e-12
2AGPA120tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C12:0) transporter via facilitated diffusion (periplasm),2ddecg3p_p --> 2ddecg3p_c,-2.9203116617445067e-13
2AGPA141tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C14:1) transporter via facilitated diffusion (periplasm),2tdec7eg3p_p --> 2tdec7eg3p_c,-1.838674835085301e-13
2AGPA160tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C16:0) transporter via facilitated diffusion (periplasm),2hdecg3p_p --> 2hdecg3p_c,-2.2172622905307477e-12
2AGPA161tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C16:1) transporter via facilitated diffusion (periplasm),2hdec9eg3p_p --> 2hdec9eg3p_c,-9.426798602067793e-14
2AGPA181tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C18:1) transporter via facilitated diffusion (periplasm),2odec11eg3p_p --> 2odec11eg3p_c,-3.183601798145529e-12
2AGPE120tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) transporter via facilitated diffusion (periplasm),2agpe120_p --> 2agpe120_c,-2.202116840642055e-12
2AGPE141tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) transporter via facilitated diffusion (periplasm),2agpe141_p --> 2agpe141_c,-2.1421936396514494e-12
2AGPE160tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) transporter via facilitated diffusion (periplasm),2agpe160_p --> 2agpe160_c,1.7538832917036972e-12
2AGPE161tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) transporter via facilitated diffusion (periplasm),2agpe161_p --> 2agpe161_c,-3.3252141198493593e-12
2AGPE180tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) transporter via facilitated diffusion (periplasm),2agpe180_p --> 2agpe180_c,-2.748245476936901e-13
2AGPE181tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) transporter via facilitated diffusion (periplasm),2agpe181_p --> 2agpe181_c,-1.7029662802554812e-12
2AGPEAT120,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C12:0),2agpe120_c + atp_c + ddca_c --> amp_c + pe120_c + ppi_c,-2.962318954680311e-12
2AGPEAT141,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:1),2agpe141_c + atp_c + ttdcea_c --> amp_c + pe141_c + ppi_c,-2.8361168567069618e-12
2AGPEAT160,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0),2agpe160_c + atp_c + hdca_c --> amp_c + pe160_c + ppi_c,-4.324888396830052e-12
2AGPEAT161,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:1),2agpe161_c + atp_c + hdcea_c --> amp_c + pe161_c + ppi_c,2.6695202915334743e-12
2AGPEAT180,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0),2agpe180_c + atp_c + ocdca_c --> amp_c + pe180_c + ppi_c,-4.630885978029939e-12
2AGPEAT181,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:1),2agpe181_c + atp_c + ocdcea_c --> amp_c + pe181_c + ppi_c,-2.8318058081034307e-12
2AGPG120tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm),2agpg120_p --> 2agpg120_c,-2.420772944156099e-12
2AGPG140tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) transporter via facilitated diffusion (periplasm),2agpg140_p --> 2agpg140_c,-3.4438340927700216e-12
2AGPG141tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm),2agpg141_p --> 2agpg141_c,-2.3520549756968984e-12
2AGPG160tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) transporter via facilitated diffusion (periplasm),2agpg160_p --> 2agpg160_c,-1.6180588531867765e-12
2AGPG161tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) transporter via facilitated diffusion (periplasm),2agpg161_p --> 2agpg161_c,-2.4722336656488984e-12
2AGPG180tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) transporter via facilitated diffusion (periplasm),2agpg180_p --> 2agpg180_c,-2.6121556158591012e-12
2AGPG181tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) transporter via facilitated diffusion (periplasm),2agpg181_p --> 2agpg181_c,-1.8540770266932072e-12
2AGPGAT120,2-acyl-glycerophospho-glycerol acyltransferase (n-C12:0),2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,-2.4165101072980165e-12
2AGPGAT140,2-acyl-glycerophospho-glycerol acyltransferase (n-C14:0),2agpg140_c + atp_c + ttdca_c --> amp_c + pg140_c + ppi_c,-3.4438337089434832e-12
2AGPGAT141,2-acyl-glycerophospho-glycerol acyltransferase (n-C14:1),2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,-2.3228618249904065e-12
2AGPGAT160,2-acyl-glycerophospho-glycerol acyltransferase (n-C16:0),2agpg160_c + atp_c + hdca_c --> amp_c + pg160_c + ppi_c,4.4557757495899687e-13
2AGPGAT161,2-acyl-glycerophospho-glycerol acyltransferase (n-C16:1),2agpg161_c + atp_c + hdcea_c --> amp_c + pg161_c + ppi_c,-2.8491182584070026e-12
2AGPGAT180,2-acyl-glycerophospho-glycerol acyltransferase (n-C18:0),2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,-2.2214395188264676e-12
2AGPGAT181,2-acyl-glycerophospho-glycerol acyltransferase (n-C18:1),2agpg181_c + atp_c + ocdcea_c --> amp_c + pg181_c + ppi_c,-2.214948968037454e-12
